_id,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,circulating_supply,current_price,fully_diluted_valuation,high_24h,id,image,last_updated,low_24h,market_cap,market_cap_change_24h,market_cap_change_percentage_24h,market_cap_rank,max_supply,name,price_change_24h,price_change_percentage_24h,roi,roi.currency,roi.percentage,roi.times,symbol,total_supply,total_volume
token/trueflip,455.47,-99.88657,2017-12-26T00:00:00.000Z,0.01057155,4787.12782,2021-03-10T14:27:50.328Z,6682971.984759,0.512819,,0.543383,trueflip,https://assets.coingecko.com/coins/images/940/large/tfl.png?1634521414,2022-05-12T23:10:31.802Z,0.504228,3432340.0,-99695.3905023476,-2.8226,1354.0,,TrueFlip,-0.0220968777826537,-4.13091,,,,,tfl,8924667.5762055,56593.0
token/b-protocol,53.85,-98.10314,2021-05-04T00:31:08.862Z,0.0,9.179616104746624e+36,2021-05-16T06:08:03.814Z,3354045.87349907,1.021,10157709.0,1.079,b-protocol,https://assets.coingecko.com/coins/images/15110/large/66428641.jpg?1619749844,2022-05-12T23:14:37.135Z,0.889713,3406942.0,-60689.26849579997,-1.75016,1352.0,10000000.0,B.Protocol,-0.0172550847235399,-1.66273,,,,,bpro,3354045.87349907,21513.0
token/litecoin-cash,4.09,-99.89082,2018-03-03T20:14:46.048Z,0.00153131,191.46734,2020-08-14T02:34:09.595Z,757128699.958494,0.00451966,3774922.0,0.00505961,litecoin-cash,https://assets.coingecko.com/coins/images/3138/large/LCC.png?1547037550,2022-05-12T23:15:44.000Z,0.00387264,3402502.0,203235.0,6.35254,1356.0,840000000.0,Litecoin Cash,-0.000295579527742,-6.13842,,,,,lcc,840000000.0,596.14
token/kine-protocol,6.87,-97.54598,2021-03-15T04:34:58.851Z,0.164755,2.34191,2022-05-12T13:48:44.873Z,20211925.03950293,0.168555,16826807.0,0.186717,kine-protocol,https://assets.coingecko.com/coins/images/14339/large/kine.jpg?1615474456,2022-05-12T23:14:45.162Z,0.164755,3401022.0,-153230.52366809174,-4.31119,1357.0,100000000.0,Kine Protocol,-0.0105155494602593,-5.87229,,,,,kine,100000000.0,252589.0
token/pikachu,1.45e-06,-97.57282,2021-04-20T07:47:28.772Z,6.343e-09,454.70959,2021-08-09T13:22:40.093Z,95874551883586.31,3.5677e-08,,3.7835e-08,pikachu,https://assets.coingecko.com/coins/images/14419/large/pika-logo-2022-nbg.png?1641971069,2022-05-12T23:14:46.186Z,2.9169e-08,3398825.0,-83847.61906919954,-2.40757,1358.0,,Pika,-3.31054658e-10,-0.91939,,,,,pika,49976856455349.0,1236.53
token/tempus,0.316441,-83.648,2021-11-21T15:36:06.995Z,0.03629877,42.55137,2022-05-11T18:08:59.323Z,65841644.1919207,0.051911,51600400.0,0.057728,tempus,https://assets.coingecko.com/coins/images/20547/large/200x200-round.png?1637767238,2022-05-12T23:14:52.813Z,0.051334,3397455.0,-409853.4292175328,-10.76491,1359.0,1000000000.0,Tempus,-0.0044437120240111,-7.88519,,,,,temp,1000000000.0,179814.0
token/ufocoin,0.00787195,-89.07902,2022-01-21T15:27:39.891Z,2.22e-06,38552.35315,2015-04-17T00:00:00.000Z,3934545288.0,0.00086653,,0.00088695,ufocoin,https://assets.coingecko.com/coins/images/178/large/UFO_coin_logo_large_4.png?1615181523,2022-05-12T23:12:38.573Z,0.00061732,3396322.0,219244.0,6.9008,1360.0,,Uniform Fiscal Object,5.962e-05,7.38855,,,,,ufo,4000000000.0,31.34
token/jarvis-reward-token,0.298584,-94.74711,2020-08-14T13:50:25.696Z,0.0041268,280.05916,2020-03-13T15:49:43.672Z,213576703.9899039,0.01586962,8916347.0,0.0175212,jarvis-reward-token,https://assets.coingecko.com/coins/images/10390/large/cfeii0y.png?1578868949,2022-05-12T23:14:31.698Z,0.01469051,3370485.0,-447640.0215445403,-11.72408,1361.0,565000000.0,Jarvis Reward Token,-0.0010336234854518,-6.11494,,,,,jrt,565000000.0,41251.0
token/metavpad,0.480879,-96.82832,2021-12-22T03:26:46.372Z,0.01258936,21.14968,2022-05-12T07:29:25.763Z,220000000.0,0.01530588,76558117.0,0.01697783,metavpad,https://assets.coingecko.com/coins/images/21397/large/metav.png?1639044315,2022-05-12T23:13:38.951Z,0.01258936,3368557.0,-312229.0649440512,-8.48267,1362.0,5000000000.0,MetaVPad,-0.0015008053755242,-8.92981,,,,,metav,1794930580.79659,86503.0
token/serey-coin,0.03872561,-91.72578,2021-06-16T05:52:05.902Z,4.033e-05,7844.9578,2021-07-28T19:34:54.596Z,1045427770.236,0.00324171,,0.00357358,serey-coin,https://assets.coingecko.com/coins/images/16260/large/Image.jpeg?1623591990,2022-05-12T23:16:02.968Z,0.00250641,3360400.0,-224132.35091308504,-6.25276,1363.0,,Serey Coin,-0.0002118518514293,-6.1343,,,,,sry,1045427770.236,79.55
token/ternio,0.04758594,-83.80085,2021-12-11T17:27:23.371Z,0.00159263,384.01283,2019-12-30T23:19:49.370Z,432891691.0,0.00779256,,0.0079795,ternio,https://assets.coingecko.com/coins/images/2534/large/darkblue-darkblue.png?1547036649,2022-05-12T23:14:55.800Z,0.00687926,3356508.0,62835.0,1.90775,1364.0,,Ternio,-6.17823268005e-05,-0.7866,,usd,-92.2074367839004,-0.922074367839004,tern,1000000000.0,3381.37
token/vulkania,1.41,-90.89247,2021-10-17T13:57:51.979Z,0.00130672,9732.46884,2022-04-29T18:44:37.062Z,25571703.1817539,0.128483,,,vulkania,https://assets.coingecko.com/coins/images/15013/large/VLK_LOGO_200x200.png?1619427800,2022-05-05T07:52:27.112Z,,3314986.0,,,1365.0,,Vulkania [OLD],,,,,,,vlk,39371356.69029,11.44
token/xwin-finance,10.61,-90.52488,2021-05-12T05:33:26.560Z,0.255823,292.89782,2021-06-25T23:30:24.880Z,3285781.64265901,1.009,100803381.0,1.048,xwin-finance,https://assets.coingecko.com/coins/images/15400/large/200x200_%28transparent_background%29.png?1622515538,2022-05-12T23:14:52.718Z,0.949702,3312179.0,-28500.149386228997,-0.85312,1366.0,100000000.0,xWIN Finance,-0.0158689397336802,-1.54905,,,,,xwin,61000000.0,321118.0
token/utopia,1.78,-70.49454,2021-12-12T12:28:13.959Z,0.03797142,1280.35085,2021-07-22T06:43:34.147Z,6370267.0,0.518193,,0.750584,utopia,https://assets.coingecko.com/coins/images/12286/large/CryptonLogo.png?1599038377,2022-05-12T23:13:29.070Z,0.506028,3311387.0,-694664.7548189606,-17.34039,1367.0,,Crypton,-0.104359730021307,-16.76319,,,,,crp,,141748.0
token/port-finance,15.21,-98.61315,2021-09-11T14:06:16.972Z,0.20791,1.43181,2022-05-12T07:28:59.782Z,15835596.551551,0.209361,20812592.0,0.223725,port-finance,https://assets.coingecko.com/coins/images/17607/large/d-k0Ezts_400x400.jpg?1628648715,2022-05-12T23:16:10.866Z,0.20791,3295798.0,-210852.73922182573,-6.01294,1368.0,100000000.0,Port Finance,-0.0137588023423306,-6.16655,,,,,port,100000000.0,333038.0
token/shopperoo,0.142919,-83.34902,2022-02-17T18:18:28.061Z,0.01504179,58.209,2022-05-10T10:48:52.489Z,135089608.5,0.02429176,,0.02810431,shopperoo,https://assets.coingecko.com/coins/images/23035/large/sro-symbol-1.png?1645001766,2022-05-12T23:15:36.639Z,0.01549239,3294907.0,-129404.52921533816,-3.77899,1369.0,,Shopperoo,-0.0010160103021067,-4.01462,,,,,sro,750000000.0,27351.0
token/digg,93638.0,-86.18053,2021-01-25T02:02:09.471Z,12096.08,6.97911,2022-05-12T07:14:41.560Z,252.41789251,13060.21,6796596.0,13820.51,digg,https://assets.coingecko.com/coins/images/13737/large/digg.PNG?1611292196,2022-05-12T23:13:49.651Z,12096.08,3292963.0,-56437.14349144884,-1.68499,1373.0,520.98448791,DIGG,-163.74063384115652,-1.23821,,,,,digg,520.98448791,16008.14
token/unidex,3.18,-71.80497,2021-10-08T22:28:08.851Z,0.0,1.1741678380310962e+37,2022-03-10T12:59:37.353Z,3581022.7398944474,0.920066,,1.14,unidex,https://assets.coingecko.com/coins/images/13178/large/unidx.png?1634888975,2022-05-12T23:16:18.276Z,0.881474,3277376.0,-745699.8298366303,-18.53556,1371.0,,UniDex,-0.2205189183277948,-19.33384,,,,,unidx,4000000.0,96397.0
token/uno-re,1.24,-95.54106,2021-06-03T23:39:26.475Z,0.04536999,22.09993,2022-05-12T07:25:21.522Z,58913407.0,0.056458,21382124.0,0.066165,uno-re,https://assets.coingecko.com/coins/images/15073/large/c0vbqVE.png?1632814516,2022-05-12T23:14:44.441Z,0.04536999,3274916.0,-335268.77807455184,-9.28675,1372.0,384649206.0,Uno Re,-0.0094904104594395,-14.39064,,,,,uno,384408153.0,503759.0
token/bifrost-native-coin,6.14,-94.75418,2021-11-03T14:59:32.094Z,0.310591,3.69402,2022-05-12T12:45:53.723Z,10146000.0,0.321319,25720044.0,0.365059,bifrost-native-coin,https://assets.coingecko.com/coins/images/19259/large/bifrost.png?1634809529,2022-05-12T23:13:43.328Z,0.310591,3261945.0,-416041.3884420707,-11.31166,1371.0,80000000.0,Bifrost Native Coin,-0.0393398148980213,-10.90776,,,,,bnc,80000000.0,280220.0
token/soy-finance,0.11271,-45.54928,2022-05-01T17:59:59.991Z,0.04958397,23.7729,2022-05-01T15:28:58.815Z,53240909.4620304,0.061503,36725313.0,0.065633,soy-finance,https://assets.coingecko.com/coins/images/25351/large/soy.png?1651311507,2022-05-12T23:15:57.520Z,0.057524,3258815.0,3258815.0,0.0,1374.0,600000000.0,Soy Finance,-0.0032189633340461,-4.97351,,,,,soy,148581506.849315,290215.0
token/arable-protocol,0.501675,-94.55483,2022-02-21T07:36:56.402Z,0.02385986,14.48947,2022-05-12T07:16:43.545Z,117311094.092078,0.02796708,27747447.0,0.03144073,arable-protocol,https://assets.coingecko.com/coins/images/23659/large/acre_token-02.png?1644989289,2022-05-12T23:12:06.718Z,0.02385986,3255083.0,-227477.47218822688,-6.5319,1384.0,1000000000.0,Arable Protocol,-0.0022372705282087,-7.40711,,,,,acre,1000000000.0,25426.0
token/decentral-games-old,679.28,-85.49143,2021-11-25T21:52:24.766Z,13.79,614.71191,2021-01-02T18:27:11.098Z,32892.04385339646,99.5,98936037.0,104.35,decentral-games-old,https://assets.coingecko.com/coins/images/13267/large/%28Old%29_DG.png?1639209538,2022-05-12T23:14:32.135Z,74.77,3254208.0,376276.0,13.07452,1376.0,1000000.0,Decentral Games (Old),12.29,14.097,,,,,dg,1000000.0,64.21
token/ispolink,0.01830029,-94.05287,2021-11-08T10:39:28.445Z,0.00056382,93.02842,2021-07-20T15:02:09.744Z,3008152161.4522066,0.00108188,,0.0013488,ispolink,https://assets.coingecko.com/coins/images/15283/large/isolink.PNG?1620352267,2022-05-12T23:15:32.573Z,0.00106761,3238793.0,-624440.4502712437,-16.16367,1377.0,,Ispolink,-0.0002132884900308,-16.46796,,,,,isp,10000000000.0,1340326.0
token/fiat-dao-token,6.94,-99.56299,2021-11-15T22:26:52.896Z,0.02692985,12.6399,2022-05-12T07:20:43.347Z,106459520.6806161,0.03033375,30333752.0,0.119051,fiat-dao-token,https://assets.coingecko.com/coins/images/20388/large/MLamPGZI_400x400.jpg?1636960965,2022-05-12T22:34:15.828Z,0.02692985,3229317.0,-9089931.196119271,-73.78641,1378.0,1000000000.0,Fiat DAO,-0.0847816872854562,-73.64928,,,,,fdt,1000000000.0,6600.54
token/revuto,0.240161,-76.90934,2022-01-11T08:21:03.027Z,0.055254,0.36438,2022-05-12T22:50:24.231Z,58530511.0,0.055428,15452400.0,0.060484,revuto,https://assets.coingecko.com/coins/images/17902/large/200x200___krug_sredina.png?1647274887,2022-05-12T23:14:44.869Z,0.055163,3228690.0,-285797.74422768643,-8.13199,1379.0,280125000.0,Revuto,-0.004823148434429,-8.00505,,,,,revu,280125000.0,438898.0
token/avaocado-dao,2.69,-95.3143,2022-01-03T00:18:45.209Z,0.085488,47.39548,2022-05-12T08:55:04.659Z,24389461.20051311,0.132843,132119074.0,0.156178,avaocado-dao,https://assets.coingecko.com/coins/images/21102/large/logo192_%281%29.png?1640567889,2022-05-12T23:14:01.796Z,0.085488,3222313.0,475986.0,17.33174,1405.0,1000000000.0,Avocado DAO,0.01500804,12.73647,,,,,avg,1000000000.0,693665.0
token/thorstarter,0.707193,-95.98518,2021-11-14T19:13:26.582Z,0.00844513,236.19966,2021-07-22T22:44:34.989Z,114150522.06026252,0.02858132,28167207.0,0.0381072,thorstarter,https://assets.coingecko.com/coins/images/16835/large/thorstarter.jpg?1625279004,2022-05-12T23:15:42.410Z,0.02788275,3215301.0,-699991.8314797161,-17.8784,1381.0,1000000000.0,Thorstarter,-0.0047036254175627,-14.13139,,,,,xrune,535328769.27,132068.0
token/fear,3.88,-93.85093,2021-11-29T16:09:00.148Z,0.236945,0.61056,2022-05-12T20:34:32.399Z,13548529.6264319,0.236901,,0.257351,fear,https://assets.coingecko.com/coins/images/15825/large/fear-logo-400-400.png?1625552865,2022-05-12T23:13:53.177Z,0.236945,3215104.0,-177733.1045415313,-5.23848,1382.0,,Fear,-0.0172606696902524,-6.79121,,,,,fear,65000000.0,155362.0
token/wagerr,0.934216,-98.59434,2018-01-13T00:00:00.000Z,0.00163347,703.92815,2020-11-13T23:15:01.699Z,245287551.110775,0.01319418,,0.01408448,wagerr,https://assets.coingecko.com/coins/images/759/large/syGKmAT.png?1619597241,2022-05-12T23:14:36.724Z,0.01040454,3203938.0,253120.0,8.57797,1383.0,,Wagerr,0.0008332,6.74055,,,,,wgr,,9558.0
token/wam,0.194038,-80.85409,2021-12-20T11:32:45.778Z,0.03476189,6.87071,2022-05-12T22:21:27.014Z,92560363.0,0.03470687,34589112.0,0.04036893,wam,https://assets.coingecko.com/coins/images/21576/large/KrJueEpI_400x400.jpg?1639529423,2022-05-12T23:13:10.041Z,0.03458911,3201581.0,-410521.2541233348,-11.36516,1384.0,1000000000.0,Wam,-0.0042268167458818,-10.85645,,,,,wam,1000000000.0,32940.0
token/suterusu,0.082176,-98.9392,2019-11-25T01:53:51.388Z,0.00086337,0.96802,2022-05-12T14:41:55.213Z,3639040000.0,0.00087415,8788220.0,0.00109096,suterusu,https://assets.coingecko.com/coins/images/9830/large/p-NFlBlw_400x400.jpg?1572472860,2022-05-12T23:14:16.785Z,0.00086337,3198068.0,-674833.0047148168,-17.42448,1385.0,10000000000.0,Suterusu,-0.0002009314607596,-18.68982,,,,,suter,10000000000.0,64537.0
token/fancy-games,1.1,-92.88395,2021-12-27T07:40:53.172Z,0.072941,7.49988,2022-05-12T07:20:41.671Z,40454705.0,0.078902,78884014.0,0.089305,fancy-games,https://assets.coingecko.com/coins/images/21367/large/fnc.png?1639025576,2022-05-12T23:13:49.904Z,0.072941,3191229.0,-308631.55707518384,-8.81839,1386.0,1000000000.0,Fancy Games,-0.0069208185199461,-8.06411,,,,,fnc,1000000000.0,158972.0
token/micropets,2.007e-05,-98.18712,2021-11-07T21:48:42.980Z,1.58658e-07,129.35169,2021-10-22T22:43:22.415Z,8781766181956.552,3.58284e-07,3624565.0,4.3786e-07,micropets,https://assets.coingecko.com/coins/images/19175/large/pets.png?1644048894,2022-05-12T23:14:11.589Z,3.05594e-07,3183008.0,-659291.5376335285,-17.15878,1387.0,10000000000000.0,MicroPets,-7.604915073e-08,-17.50942,,,,,pets,10000000000000.0,203405.0
token/pacoca,0.484225,-95.52873,2021-10-12T18:55:56.787Z,0.01883555,14.9474,2022-05-12T06:01:20.975Z,146692776.56,0.02173248,2165850.0,0.02287446,pacoca,https://assets.coingecko.com/coins/images/16567/large/pacoca.PNG?1624494018,2022-05-12T23:14:52.767Z,0.01883555,3177145.0,-82152.01802359475,-2.52054,1388.0,100000000.0,Pacoca,-0.0005495848954727,-2.46649,,,,,pacoca,64163976.95,226706.0
token/degenerator,3974.52,-97.11209,2021-03-24T15:00:53.175Z,0.0,1.3903982244946507e+49,2022-03-03T17:32:50.798Z,27252.87299207,116.27,3251832.0,136.36,degenerator,https://assets.coingecko.com/coins/images/12140/large/meme-coin.jpeg?1619249191,2022-05-12T23:13:44.397Z,112.67,3165063.0,-426962.4872287852,-11.8864,1393.0,28000.0,Meme,-15.194271513917757,-11.55808,,,,,meme,28000.0,6645.98
token/dimecoin,0.00027543,-97.96112,2018-01-12T00:00:00.000Z,3.2965e-07,1603.52173,2020-09-19T05:15:49.890Z,561604649867.239,5.67e-06,,5.75e-06,dimecoin,https://assets.coingecko.com/coins/images/860/large/logo3white.png?1547034664,2022-05-12T23:12:46.164Z,2.15e-06,3164596.0,1105912.0,53.7194,1391.0,,Dimecoin,1.99e-06,54.18915,,,,,dime,539000000000.0,1548.84
token/gather,0.683163,-97.28448,2021-03-15T16:34:59.390Z,0.01241279,49.45406,2020-11-20T11:11:35.467Z,171422011.43924946,0.01855603,,0.02018331,gather,https://assets.coingecko.com/coins/images/12458/large/Gather-Logo-Working-File.png?1599981686,2022-05-12T23:14:59.374Z,0.01472432,3164366.0,63153.0,2.0364,1391.0,,Gather,0.00048631,2.6913,,,,,gth,400000000.0,490078.0
token/vector-finance,1.6,-89.62206,2022-04-08T04:10:51.885Z,0.130832,26.80561,2022-05-12T07:19:54.914Z,18874048.1726827,0.168577,16744277.0,0.203697,vector-finance,https://assets.coingecko.com/coins/images/24001/large/token-icon-brand2000px.png?1646028055,2022-05-12T23:15:27.360Z,0.130832,3160323.0,-342866.56145402044,-9.78727,1392.0,100000000.0,Vector Finance,-0.0161576439324163,-8.74641,,,,,vtx,18874048.1726827,398731.0
token/lamden,1.11,-98.11676,2021-11-01T15:34:32.966Z,0.00161896,1186.21425,2021-04-10T10:55:51.299Z,150756787.2,0.02102837,6007557.0,0.02631537,lamden,https://assets.coingecko.com/coins/images/2155/large/Lamden_Logo_2020_-_White_w_Black_Borders.png?1597732013,2022-05-12T23:14:30.390Z,0.02072767,3143733.0,-720255.8912336943,-18.64021,1393.0,288090567.0,Lamden,-0.0046334177767375,-18.05571,,eth,-89.68748572463613,-0.8968748572463613,tau,248090567.0,150983.0
token/nycccoin,0.0067161,-80.62935,2022-03-03T22:56:21.014Z,0.00104993,23.90793,2022-05-02T19:33:58.845Z,2404137617.0,0.00129829,,0.00192434,nycccoin,https://assets.coingecko.com/coins/images/23901/large/logo.77ccc4b3.png?1645670677,2022-05-12T23:15:17.291Z,0.00119993,3138515.0,-1263196.888286667,-28.69786,1394.0,,NewYorkCityCoin,-0.0006260402084284,-32.53281,,,,,nyc,2404137617.0,35813.0
token/nftb,0.62758,-95.74201,2021-11-24T10:49:40.069Z,0.01419924,88.19512,2021-07-09T12:36:46.781Z,117527466.089346,0.02678237,26368528.0,0.03212993,nftb,https://assets.coingecko.com/coins/images/15484/large/nftb_logo.png?1624437899,2022-05-12T23:14:50.345Z,0.02593682,3136349.0,-508040.6460127709,-13.94035,1395.0,988100000.0,NFTb,-0.0043196831661915,-13.88874,,,,,nftb,988100000.0,328235.0
token/the-husl,4.73,-93.68278,2021-09-27T11:01:59.268Z,0.268981,11.13693,2022-05-12T07:29:20.376Z,10397879.0,0.30264,30096914.0,0.360145,the-husl,https://assets.coingecko.com/coins/images/18619/large/W8ZIHKU.png?1650437671,2022-05-12T23:14:58.484Z,0.268981,3129441.0,-482305.4376974981,-13.3538,1396.0,100000000.0,The HUSL,-0.0425513872398509,-12.3269,,,,,husl,70000000.0,259141.0
token/blockchain-brawlers,0.750138,-99.03249,2022-04-01T17:57:03.333Z,0.00642545,12.9519,2022-05-12T05:44:40.454Z,411342837.0456,0.00758193,,0.01206611,blockchain-brawlers,https://assets.coingecko.com/coins/images/24701/large/fuDdvI8Y_400x400.png?1648642627,2022-05-12T23:14:02.190Z,0.00642545,3116065.0,-1844027.419884708,-37.17728,1423.0,,Blockchain Brawlers,-0.0044629397973833,-37.05261,,,,,brwl,1000000000000.0,2882997.0
token/hara-token,0.03292409,-92.11109,2021-06-27T15:08:39.282Z,1.76e-05,14656.55613,2020-03-26T06:35:15.057Z,1199719500.0,0.00259666,,0.00323878,hara-token,https://assets.coingecko.com/coins/images/5138/large/hara.jpg?1547040533,2022-05-12T23:12:37.238Z,0.00232006,3109908.0,-436195.2929876056,-12.30069,1398.0,,Hara Token,5.281e-05,2.07613,,usd,-92.38515954080997,-0.9238515954080996,hart,1200000000.0,54003.0
token/blank,5.5,-98.5812,2021-04-01T23:43:07.269Z,0.01006784,675.78652,2021-07-20T14:12:03.744Z,39908832.43785746,0.077909,,0.083029,blank,https://assets.coingecko.com/coins/images/14209/large/blank.png?1614940842,2022-05-12T23:12:59.195Z,0.06795,3103272.0,-52449.13530648965,-1.66203,1397.0,,BlockWallet,-0.001416037407107,-1.78511,,,,,blank,124961166.0,140005.0
token/latoken,1.82,-97.23506,2018-01-07T00:00:00.000Z,0.00186077,2607.62227,2020-05-12T01:24:42.413Z,59837524.72227798,0.052116,,0.068137,latoken,https://assets.coingecko.com/coins/images/1051/large/LA_token.png?1605772040,2022-05-12T23:15:34.518Z,0.050383,3092246.0,-648986.1574501684,-17.34686,1400.0,,LATOKEN,-0.0099085625337362,-15.97521,,usd,-82.62798253999354,-0.8262798253999354,la,400000000.0,23415.0
token/naos-finance,3.44,-98.66387,2021-05-13T04:25:01.278Z,0.04292813,7.01515,2022-05-12T14:40:01.744Z,67447884.127551,0.0458491,,0.058795,naos-finance,https://assets.coingecko.com/coins/images/15144/large/bafybeibkztkshitabrf7yqqkqtbjqestjknpgv7lsjfzdsa3ufspagqs2e.ipfs.infura-ipfs.io.png?1622176770,2022-05-12T23:14:23.623Z,0.04292813,3081359.0,-716878.0446784818,-18.87397,1401.0,,NAOS Finance,-0.0090683972297087,-16.51277,,,,,naos,215402136.127551,534448.0
token/bnpl-pay,0.119494,-89.42977,2021-11-10T18:42:43.024Z,0.01165139,8.4062,2022-05-12T07:19:38.887Z,241621137.59566265,0.01275688,,0.01430714,bnpl-pay,https://assets.coingecko.com/coins/images/18543/large/BNPL_Logo_200.png?1632361895,2022-05-12T23:13:45.576Z,0.01165139,3078903.0,-275637.7250471506,-8.21685,1409.0,,BNPL Pay,-0.001115097707105,-8.03849,,,,,bnpl,1000000000.0,1032.31
token/deepspace,0.874276,-93.75207,2021-11-13T19:49:59.946Z,5.50608e-10,9920697368.49403,2021-09-03T17:00:00.807Z,55871987.5316582,0.054999,5501140.0,0.060237,deepspace,https://assets.coingecko.com/coins/images/17953/large/f1LFu897_400x400.jpg?1629898614,2022-05-12T23:13:08.586Z,0.04671159,3073596.0,-59788.59632618958,-1.90812,1413.0,100000000.0,DEEPSPACE,-0.0014613384163497,-2.58827,,,,,dps,89305278.4961148,24086.0
token/geist-finance,34.87,-99.97119,2021-10-06T23:47:36.644Z,0.0080951,24.1045,2022-05-12T05:25:00.251Z,304295197.041571,0.01014645,10088197.0,0.01121396,geist-finance,https://assets.coingecko.com/coins/images/18832/large/GEIST-token.png?1633560935,2022-05-12T23:14:40.157Z,0.0080951,3069790.0,-36199.820929342415,-1.16548,1404.0,1000000000.0,Geist Finance,-0.0002947707616231,-2.82315,,,,,geist,304295197.041571,76193.0
token/smartmesh,0.235215,-99.21339,2018-01-07T00:00:00.000Z,0.00156572,18.17,2021-12-15T02:09:12.581Z,1665044106.09,0.00184649,,0.00200712,smartmesh,https://assets.coingecko.com/coins/images/1346/large/smartmesh.png?1548609531,2022-05-12T23:16:14.631Z,0.00169623,3068819.0,-99581.70781926578,-3.14296,1405.0,,SmartMesh,-6.86624153214e-05,-3.58523,,usd,-90.76756983134536,-0.9076756983134536,smt,3141592653.0,57197.0
token/cumrocket,0.28855,-99.16114,2021-05-05T16:43:00.089Z,0.00201439,20.1614,2022-05-12T07:29:18.137Z,1261645130.2314866,0.00242991,23149452.0,0.00289849,cumrocket,https://assets.coingecko.com/coins/images/15088/large/cr.png?1635174499,2022-05-12T23:13:27.532Z,0.00201439,3067851.0,-208971.70799414677,-6.37727,1406.0,9520147594.07434,CumRocket,-0.0004685826637762,-16.16643,,,,,cummies,9520147594.07434,79122.0
token/yield-yak,16319.34,-97.89045,2021-09-23T05:14:43.476Z,327.87,5.00183,2022-05-12T16:16:14.771Z,8988.03925607727,346.38,3413097.0,459.03,yield-yak,https://assets.coingecko.com/coins/images/17654/large/logo_-_2021-08-12T154306.737.png?1628754195,2022-05-12T23:15:17.924Z,327.87,3067705.0,-823672.5293797995,-21.16661,1407.0,10000.0,Yield Yak,-89.37079581564052,-20.50943,,,,,yak,10000.0,152375.0
token/jenny-metaverse-dao-token,5.67,-94.61139,2021-05-15T04:46:29.583Z,0.0,3.7606249144082223e+36,2022-02-18T18:23:43.723Z,10000000.0,0.307914,3066588.0,0.342523,jenny-metaverse-dao-token,https://assets.coingecko.com/coins/images/15453/large/ujenny.png?1620870247,2022-05-12T23:14:51.395Z,0.287664,3066588.0,-237622.87172732828,-7.19152,1408.0,10000000.0,Jenny Metaverse DAO Token,-0.0203332427311327,-6.19449,,,,,ujenny,10000000.0,748.82
token/divergence-protocol,0.454064,-92.56091,2021-10-18T15:53:46.967Z,0.03128163,7.98086,2022-05-12T18:20:28.296Z,91375385.03163645,0.03355278,33525711.0,0.03452674,divergence-protocol,https://assets.coingecko.com/coins/images/18666/large/DIVER.jpg?1632837940,2022-05-12T23:13:33.278Z,0.03128163,3063425.0,-47512.38275335031,-1.52727,1402.0,1000000000.0,Divergence Protocol,-0.0002179342027906,-0.64533,,,,,diver,1000000000.0,227809.0
token/amber,31.4,-99.98353,2017-11-17T00:00:00.000Z,0.0045742,13.06016,2022-05-12T11:05:31.612Z,587273373.0,0.00522933,,0.00598835,amber,https://assets.coingecko.com/coins/images/1041/large/Avatar_Logo_Ambrosus.png?1644905963,2022-05-12T23:14:18.649Z,0.0045742,3059354.0,-16328.03845928982,-0.53088,1414.0,,Ambrosus,4.67e-06,0.08932,,usd,-98.54740901972228,-0.9854740901972228,amb,983622405.0,160963.0
token/monk,22.18,-98.94666,2018-01-20T00:00:00.000Z,0.0001996,116952.84738,2020-09-20T02:59:21.322Z,12963755.0715939,0.236509,,0.2542,monk,https://assets.coingecko.com/coins/images/1260/large/MONK.png?1627031754,2022-05-12T23:15:18.783Z,0.194034,3049992.0,300487.0,10.92875,1411.0,,Monk,0.01314917,5.887,,,,,monk,21000000.0,136648.0
token/par-stablecoin,1.71,-20.33099,2022-05-12T20:01:26.407Z,0.990772,37.11839,2022-01-29T05:10:38.267Z,2240894.0,1.36,,1.71,par-stablecoin,https://assets.coingecko.com/coins/images/14153/large/par_round_200.png?1614670422,2022-05-12T23:14:52.954Z,1.028,3043566.0,703779.0,30.07875,1412.0,,Parallel,0.322697,30.98978,,,,,par,2240894.0,761162.0
token/jumptoken,2.38,-19.69288,2022-02-08T20:45:35.722Z,1.79,6.92998,2022-03-10T05:13:54.288Z,1610000.0,1.91,,2.02,jumptoken,https://assets.coingecko.com/coins/images/22603/large/200x200.png?1642162597,2022-05-12T23:15:03.910Z,1.87,3043016.0,-52860.3087326535,-1.70744,1413.0,,Jump,-0.0092930041073182,-0.48525,,,,,jmpt,100000000.0,13625.87
token/populous,75.19,-99.88101,2018-01-28T00:00:00.000Z,0.068519,30.567,2022-05-12T16:15:19.355Z,36226899.45992336,0.086841,,0.128833,populous,https://assets.coingecko.com/coins/images/753/large/populous.png?1548331905,2022-05-12T23:15:28.445Z,0.068519,3040592.0,-1372218.5300771566,-31.09625,1414.0,,Populous,-0.0228166511121833,-20.80714,,usd,-65.26355119805476,-0.6526355119805475,ppt,53252246.0,320043.0
